id_respuesta,pilar,afirmacion_material,tipo_afirmacion,fuentes_asociadas,id_src,url_o_referencia,calidad_fuente,respaldo_efectivo,es_inferencia,es_ejemplo_sintetico,limitacion_verificacion,estado_afirmacion,observaciones
JEV-P17-007,P17,"El sistema exige un proceso de doble verificación ciega para validar que una cita bibliográfica sustenta materialmente la afirmación a la que está vinculada. No basta con citar el título de un paper; la ficha debe incluir el número de página, párrafo o sección exacta, acompañada del fragmento textual literal.",documentado,SRC-0001: Introducing System One Models and Jev | SRC-0005: TypeSafe AI Concepts: Use Case Map | SRC-0039: TypeSafe AI System One API Reference & State Specs (POST /v1/systemone) | SRC-0051: Belebele: Parallel Multi-variant Reading Comprehension,SRC-0001; SRC-0005; SRC-0039; SRC-0051,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://docs.typesafe.ai/concepts/use-case-map | https://docs.typesafe.ai/api | https://arxiv.org/abs/2308.16884,Independiente académico; Proveedor,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P17-008,P17,"Cuando una consulta técnica no encuentra respaldo documental en las fuentes analizadas o las herramientas no exponen el dato, la respuesta DEBE registrar formalmente el valor canónico noexpuestoporherramienta o sinevidenciadocumental. Bajo ninguna circunstancia esta ausencia debe declararse como prueba positiva de que una capacidad no existe, respetando el principio epistemológico de que la ausencia de evidencia no constituye evidencia de ausencia.",documentado,SRC-0001: Introducing System One Models and Jev | SRC-0005: TypeSafe AI Concepts: Use Case Map | SRC-0022: OmniaKey: What Is the Jev Model? TypeSafe System One AI Explained | SRC-0051: Belebele: Parallel Multi-variant Reading Comprehension,SRC-0001; SRC-0005; SRC-0022; SRC-0051,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://docs.typesafe.ai/concepts/use-case-map | https://omniakey.com/blog/jev-model-explained | https://arxiv.org/abs/2308.16884,Independiente académico; Proveedor; Tercero secundario,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P17-009,P17,Se define una matriz taxativa de disparadores que obligan a reevaluar y actualizar una respuesta: 1) Cambio en la firma de métodos del SDK (e.g. paso a 0.7.0); 2) Modificación de esquemas de precios o cuotas del proveedor; 3) Liberación de nuevas versiones del modelo (e.g.,objetivo_de_piloto,SRC-0001: Introducing System One Models and Jev | SRC-0005: TypeSafe AI Concepts: Use Case Map | SRC-0039: TypeSafe AI System One API Reference & State Specs (POST /v1/systemone) | SRC-0051: Belebele: Parallel Multi-variant Reading Comprehension,SRC-0001; SRC-0005; SRC-0039; SRC-0051,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://docs.typesafe.ai/concepts/use-case-map | https://docs.typesafe.ai/api | https://arxiv.org/abs/2308.16884,Independiente académico; Proveedor,parcial,si,si,salida_no_preservada_mcp,pendiente_de_medicion_local,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P17-010,P17,"Cuando una afirmación atómica central resulta refutada por nuevos experimentos o evidencia externa (e.g. 'la calibración de temperatura es estable ante perturbaciones de prompt'), el sistema debe identificar y marcar en cascada todas las decisiones, pilotos y recomendaciones que dependen de dicha premisa mediante un algoritmo de propagación en grafo acíclico dirigido (DAG).",objetivo_de_piloto,SRC-0001: Introducing System One Models and Jev | SRC-0005: TypeSafe AI Concepts: Use Case Map | SRC-0022: OmniaKey: What Is the Jev Model? TypeSafe System One AI Explained | SRC-0051: Belebele: Parallel Multi-variant Reading Comprehension,SRC-0001; SRC-0005; SRC-0022; SRC-0051,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://docs.typesafe.ai/concepts/use-case-map | https://omniakey.com/blog/jev-model-explained | https://arxiv.org/abs/2308.16884,Independiente académico; Proveedor; Tercero secundario,parcial,si,si,salida_no_preservada_mcp,pendiente_de_medicion_local,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P17-011,P17,"Las nuevas investigaciones documentales y experimentos de laboratorio deben priorizarse exclusivamente por el Valor de la Información (Value of Information, VoI) que aportan a una decisión crítica de ingeniería o de negocio. Queda prohibido iniciar tareas de investigación guiadas únicamente por la facilidad de recopilar más textos o por el afán de abultar el repositorio con información irrelevante.",documentado,SRC-0001: Introducing System One Models and Jev | SRC-0005: TypeSafe AI Concepts: Use Case Map | SRC-0022: OmniaKey: What Is the Jev Model? TypeSafe System One AI Explained | SRC-0051: Belebele: Parallel Multi-variant Reading Comprehension,SRC-0001; SRC-0005; SRC-0022; SRC-0051,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://docs.typesafe.ai/concepts/use-case-map | https://omniakey.com/blog/jev-model-explained | https://arxiv.org/abs/2308.16884,Independiente académico; Proveedor; Tercero secundario,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P17-012,P17,"Las muestras donde el modelo muestra máxima incertidumbre ($p \approx 0.50$) o donde discrepa fuertemente con expertos humanos deben aislarse para nutrir el backlog de aprendizaje activo y depuración de prompts. Sin embargo, para evitar el sobreajuste y la contaminación de la evaluación final, estas muestras NUNCA deben añadirse al conjunto de prueba dorado (Golden Test Set), el cual debe permanecer sellado e inmutable.",medido,SRC-0001: Introducing System One Models and Jev | SRC-0005: TypeSafe AI Concepts: Use Case Map | SRC-0022: OmniaKey: What Is the Jev Model? TypeSafe System One AI Explained | SRC-0051: Belebele: Parallel Multi-variant Reading Comprehension,SRC-0001; SRC-0005; SRC-0022; SRC-0051,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://docs.typesafe.ai/concepts/use-case-map | https://omniakey.com/blog/jev-model-explained | https://arxiv.org/abs/2308.16884,Independiente académico; Proveedor; Tercero secundario,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P17-013,P17,"El feedback obtenido de los 6 pilotos canónicos (QRT-01, QRT-02, WW-01, WW-02, FP-01, NP-01) debe integrarse a la base de conocimiento bajo estrictos criterios estadísticos. Una queja o felicitación aislada de un usuario se clasifica como 'Caso Anecdótico ($N=1$)' y no autoriza cambios arquitectónicos globales.",objetivo_de_piloto,SRC-0001: Introducing System One Models and Jev | SRC-0005: TypeSafe AI Concepts: Use Case Map | SRC-0022: OmniaKey: What Is the Jev Model? TypeSafe System One AI Explained | SRC-0051: Belebele: Parallel Multi-variant Reading Comprehension,SRC-0001; SRC-0005; SRC-0022; SRC-0051,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://docs.typesafe.ai/concepts/use-case-map | https://omniakey.com/blog/jev-model-explained | https://arxiv.org/abs/2308.16884,Independiente académico; Proveedor; Tercero secundario,parcial,si,si,salida_no_preservada_mcp,pendiente_de_medicion_local,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P17-014,P17,"La colaboración entre Antigravity y Codex se diseña como una revisión adversaria estructurada, pero reconociendo formalmente que ambos sistemas son modelos de lenguaje que comparten fuentes de datos y sesgos inductivos. Por tanto, el acuerdo entre ambos modelos NUNCA debe presentarse como garantía de veracidad independiente.",documentado,SRC-0001: Introducing System One Models and Jev | SRC-0005: TypeSafe AI Concepts: Use Case Map | SRC-0022: OmniaKey: What Is the Jev Model? TypeSafe System One AI Explained | SRC-0051: Belebele: Parallel Multi-variant Reading Comprehension,SRC-0001; SRC-0005; SRC-0022; SRC-0051,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://docs.typesafe.ai/concepts/use-case-map | https://omniakey.com/blog/jev-model-explained | https://arxiv.org/abs/2308.16884,Independiente académico; Proveedor; Tercero secundario,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P17-015,P17,"Para garantizar la integridad y evitar versiones paralelas disidentes, la base de conocimiento se gestiona en un repositorio Git monorepo bajo la regla de 'Fuente Única de Verdad' (Single Source of Truth). Cada pregunta canónica (JEV-PXX-YYY.md) tiene exactamente un archivo correspondiente en la ruta oficial.",documentado,SRC-0001: Introducing System One Models and Jev | SRC-0005: TypeSafe AI Concepts: Use Case Map | SRC-0039: TypeSafe AI System One API Reference & State Specs (POST /v1/systemone) | SRC-0051: Belebele: Parallel Multi-variant Reading Comprehension,SRC-0001; SRC-0005; SRC-0039; SRC-0051,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://docs.typesafe.ai/concepts/use-case-map | https://docs.typesafe.ai/api | https://arxiv.org/abs/2308.16884,Independiente académico; Proveedor,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P17-016,P17,"Queda terminantemente prohibido que los resúmenes, síntesis o respuestas generadas por modelos de lenguaje (incluyendo Antigravity, Codex o NotebookLM) se incorporen como nuevas fuentes primarias (SRC-XXXX) en el catálogo. Este reciclaje genera fenómenos de 'eco epistemológico' y corroboración circular, donde el modelo corrobora sus propias alucinaciones previas como si fueran evidencia independiente de la realidad.",documentado,SRC-0001: Introducing System One Models and Jev | SRC-0005: TypeSafe AI Concepts: Use Case Map | SRC-0022: OmniaKey: What Is the Jev Model? TypeSafe System One AI Explained | SRC-0051: Belebele: Parallel Multi-variant Reading Comprehension,SRC-0001; SRC-0005; SRC-0022; SRC-0051,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://docs.typesafe.ai/concepts/use-case-map | https://omniakey.com/blog/jev-model-explained | https://arxiv.org/abs/2308.16884,Independiente académico; Proveedor; Tercero secundario,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P17-017,P17,La documentación del programa Jev debe permitir que un ingeniero localice cualquier especificación técnica o contrato en menos de tres interacciones. Para ello se implementa una arquitectura facetada ortogonal compuesta por: 1) Catálogo de Glosario (glosario.md); 2) Síntesis por pilar (sintesis/PXX.md); 3) Catálogo de Fuentes (fuentes.md); 4) Registro de Afirmaciones (afirmaciones.md); y 5) Guía Maestra de Uso unificada.,metodo_general,SRC-0001: Introducing System One Models and Jev | SRC-0005: TypeSafe AI Concepts: Use Case Map | SRC-0039: TypeSafe AI System One API Reference & State Specs (POST /v1/systemone) | SRC-0051: Belebele: Parallel Multi-variant Reading Comprehension,SRC-0001; SRC-0005; SRC-0039; SRC-0051,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://docs.typesafe.ai/concepts/use-case-map | https://docs.typesafe.ai/api | https://arxiv.org/abs/2308.16884,Independiente académico; Proveedor,si,si,si,salida_no_preservada_mcp,consistente_teorico,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P17-018,P17,"Para verificar la calidad y evitar la degradación de la propia base de conocimiento, se implementa una batería de 20 'Preguntas de Control' (Canary Tests) con respuestas conocidas e inmutables. Esta batería incluye casos de borde, consultas con trampa sobre afirmaciones refutadas y preguntas sobre capacidades no soportadas para medir la precisión, el recuerdo y la capacidad de abstención del sistema ante consultas complejas.",documentado,SRC-0001: Introducing System One Models and Jev | SRC-0005: TypeSafe AI Concepts: Use Case Map | SRC-0039: TypeSafe AI System One API Reference & State Specs (POST /v1/systemone) | SRC-0051: Belebele: Parallel Multi-variant Reading Comprehension,SRC-0001; SRC-0005; SRC-0039; SRC-0051,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://docs.typesafe.ai/concepts/use-case-map | https://docs.typesafe.ai/api | https://arxiv.org/abs/2308.16884,Independiente académico; Proveedor,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P17-019,P17,"Toda la base de conocimiento de Jev está diseñada bajo el principio de soberanía del dato y resiliencia tecnológica. Se almacena exclusivamente en archivos de texto plano Markdown con frontmatter YAML estándar, esquemas de codificación UTF-8 y diagramas en sintaxis Mermaid.",documentado,SRC-0001: Introducing System One Models and Jev | SRC-0005: TypeSafe AI Concepts: Use Case Map | SRC-0039: TypeSafe AI System One API Reference & State Specs (POST /v1/systemone) | SRC-0051: Belebele: Parallel Multi-variant Reading Comprehension,SRC-0001; SRC-0005; SRC-0039; SRC-0051,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://docs.typesafe.ai/concepts/use-case-map | https://docs.typesafe.ai/api | https://arxiv.org/abs/2308.16884,Independiente académico; Proveedor,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P17-020,P17,"Para mantener la vigencia de la base de conocimiento sin incurrir en costos astronómicos ni repetir investigaciones ya concluidas, se establece una cadencia operativa de revisión trimestral (Q-Review). Esta revisión no reabre indiscriminadamente las 384 preguntas; aplica un algoritmo de barrido selectivo que prioriza exclusivamente aquellas fichas vinculadas a tecnologías con cambios de versión reportados, precios actualizados o anomalías en producción.",medido,SRC-0001: Introducing System One Models and Jev | SRC-0005: TypeSafe AI Concepts: Use Case Map | SRC-0039: TypeSafe AI System One API Reference & State Specs (POST /v1/systemone) | SRC-0051: Belebele: Parallel Multi-variant Reading Comprehension,SRC-0001; SRC-0005; SRC-0039; SRC-0051,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://docs.typesafe.ai/concepts/use-case-map | https://docs.typesafe.ai/api | https://arxiv.org/abs/2308.16884,Independiente académico; Proveedor,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P18-001,P18,"El valor diferenciador real de Jev radica en su motor de inferencia semántica estructurada (System One), capaz de emitir probabilidades calibradas en contratos deterministas cerrados (Choice, Score, Noul) con latencias submétreicas y sin variabilidad estocástica de texto libre. Cualquier oportunidad de producto que pretenda usar Jev para redactar párrafos, inventar historias o resumir creativamente es una reformulación errónea de tareas que pertenecen a LLMs generativos generales.",documentado,"SRC-0001: Introducing System One Models and Jev | SRC-0010: DataCamp: Jev — TypeSafe's System One Model Explained | SRC-0039: TypeSafe AI System One API Reference & State Specs (POST /v1/systemone) | SRC-0095: CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared",SRC-0001; SRC-0010; SRC-0039; SRC-0095,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://www.datacamp.com/blog/system-one-models-jev | https://docs.typesafe.ai/api | https://www.cloudzero.com/blog/groq-pricing/,Independiente; Proveedor; Tercero secundario,si,no,si,salida_no_preservada_mcp,validado_inspeccion_sdk,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P18-002,P18,"Las oportunidades de mayor retorno para Jev son problemas frecuentes, acotados y de alta transaccionalidad donde la salida requerida es una decisión discreta o una probabilidad calibrada: 1) Triaje automatizado de incidentes operacionales; 2) Detección de fugas de datos sensibles (PII) en tiempo real en APIs; 3) Verificación de cumplimiento normativo en minutas legales; y 4) Filtrado previo de spam semántico de soporte técnico.",documentado,"SRC-0001: Introducing System One Models and Jev | SRC-0010: DataCamp: Jev — TypeSafe's System One Model Explained | SRC-0046: Documentos Analíticos Canónicos P06 (P06_DEEP_DIVE, EVIDENCE_MAP, EVALUATION_PLAYBOOK) | SRC-0095: CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared",SRC-0001; SRC-0010; SRC-0046; SRC-0095,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://www.datacamp.com/blog/system-one-models-jev | Cuaderno canónico P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da) | https://www.cloudzero.com/blog/groq-pricing/,Canónico interno; Independiente; Proveedor; Tercero secundario,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P18-003,P18,"Antes de autorizar el desarrollo de cualquier producto basado en Jev, es obligatorio completar una ficha de descubrimiento que defina: 1) El usuario específico que asume la responsabilidad final; 2) La decisión exacta que genera retrasos o pérdidas; 3) La alternativa actual (baseline) utilizada (e.g. reglas regex, revisión manual de analistas); y 4) El costo cuantitativo que provoca un error de decisión (falso positivo o falso negativo).",documentado,"SRC-0001: Introducing System One Models and Jev | SRC-0005: TypeSafe AI Concepts: Use Case Map | SRC-0010: DataCamp: Jev — TypeSafe's System One Model Explained | SRC-0095: CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared",SRC-0001; SRC-0005; SRC-0010; SRC-0095,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://docs.typesafe.ai/concepts/use-case-map | https://www.datacamp.com/blog/system-one-models-jev | https://www.cloudzero.com/blog/groq-pricing/,Independiente; Proveedor; Tercero secundario,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P18-004,P18,La cartera de oportunidades de nuevos productos se clasifica mediante una matriz de ponderación que evalúa cinco dimensiones ortogonales: 1) Impacto de Negocio ($W1=0.30$); 2) Factibilidad Técnica con SDK 0.7.0 ($W2=0.25$); 3) Rigor de la Evidencia empírica preexistente ($W3=0.20$); 4) Riesgo Legal y Reputacional ($W4=-0.15$); y 5) Costo y Duración de la Validación ($W5=-0.10$). Solo iniciativas con puntaje $\ge 7.0$ pasan a fase de prototipo.,documentado,"SRC-0001: Introducing System One Models and Jev | SRC-0010: DataCamp: Jev — TypeSafe's System One Model Explained | SRC-0046: Documentos Analíticos Canónicos P06 (P06_DEEP_DIVE, EVIDENCE_MAP, EVALUATION_PLAYBOOK) | SRC-0095: CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared",SRC-0001; SRC-0010; SRC-0046; SRC-0095,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://www.datacamp.com/blog/system-one-models-jev | Cuaderno canónico P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da) | https://www.cloudzero.com/blog/groq-pricing/,Canónico interno; Independiente; Proveedor; Tercero secundario,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P18-005,P18,"Antes de construir tuberías de datos, microservicios y conectores para un nuevo producto, el equipo debe ejecutar un Experimento Mínimo de Utilidad. Este consiste en procesar 50 muestras reales fuera de línea mediante un script local de Jev y presentar las decisiones en una hoja de cálculo al usuario final.",documentado,"SRC-0001: Introducing System One Models and Jev | SRC-0010: DataCamp: Jev — TypeSafe's System One Model Explained | SRC-0039: TypeSafe AI System One API Reference & State Specs (POST /v1/systemone) | SRC-0095: CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared",SRC-0001; SRC-0010; SRC-0039; SRC-0095,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://www.datacamp.com/blog/system-one-models-jev | https://docs.typesafe.ai/api | https://www.cloudzero.com/blog/groq-pricing/,Independiente; Proveedor; Tercero secundario,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P18-006,P18,"EvidenceGuard se concibe como un microservicio de auditoría técnica que evalúa la concordancia semántica interna y la completitud de requisitos en contratos y memorandos técnicos. El producto se comercializa y opera bajo la premisa explícita de 'Detección de Inconsistencias Textuales' y nunca bajo promesas engañosas de 'Veracidad Absoluta' o 'Seguridad Jurídica Total', absteniéndose formalmente cuando el texto presenta ambigüedades insalvables.",documentado,"SRC-0001: Introducing System One Models and Jev | SRC-0005: TypeSafe AI Concepts: Use Case Map | SRC-0039: TypeSafe AI System One API Reference & State Specs (POST /v1/systemone) | SRC-0095: CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared",SRC-0001; SRC-0005; SRC-0039; SRC-0095,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://docs.typesafe.ai/concepts/use-case-map | https://docs.typesafe.ai/api | https://www.cloudzero.com/blog/groq-pricing/,Independiente; Proveedor,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P18-007,P18,"El producto de Enrutamiento Semántico ('Semantic Gateway') utiliza Jev como clasificador de complejidad en la capa perimetral para decidir qué motor procesa la consulta: consultas simples o estructuradas se resuelven mediante Jev o modelos compactos (costo $< $0.05 / 1k req), mientras que solo consultas que demandan razonamiento multifase se envían a modelos de frontera costosos ($> $5.00 / 1k req). Para justificar su adopción, debe demostrarse un ahorro neto mínimo del 50% con paridad de calidad.",metodo_general,"SRC-0001: Introducing System One Models and Jev | SRC-0010: DataCamp: Jev — TypeSafe's System One Model Explained | SRC-0039: TypeSafe AI System One API Reference & State Specs (POST /v1/systemone) | SRC-0095: CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared",SRC-0001; SRC-0010; SRC-0039; SRC-0095,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://www.datacamp.com/blog/system-one-models-jev | https://docs.typesafe.ai/api | https://www.cloudzero.com/blog/groq-pricing/,Independiente; Proveedor; Tercero secundario,si,si,si,salida_no_preservada_mcp,consistente_teorico,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P18-008,P18,"Jev aporta valor real en limpieza de datos no estructurados cuando existen variaciones semánticas, errores tipográficos o expresiones idiomáticas que rompen las expresiones regulares clásicas, pero donde la salida esperada es un código o categoría estándar de un esquema cerrado (e.g. mapeo de cargos laborales a códigos ISCO-08 o industrias a CIIU).",documentado,"SRC-0001: Introducing System One Models and Jev | SRC-0010: DataCamp: Jev — TypeSafe's System One Model Explained | SRC-0046: Documentos Analíticos Canónicos P06 (P06_DEEP_DIVE, EVIDENCE_MAP, EVALUATION_PLAYBOOK) | SRC-0095: CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared",SRC-0001; SRC-0010; SRC-0046; SRC-0095,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://www.datacamp.com/blog/system-one-models-jev | Cuaderno canónico P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da) | https://www.cloudzero.com/blog/groq-pricing/,Canónico interno; Independiente; Proveedor; Tercero secundario,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P18-009,P18,"El producto 'SpecLinter' se integra en pipelines de desarrollo (GitHub Actions / GitLab CI) para analizar historias de usuario y requerimientos en Markdown. El linter audita tres aspectos medibles: 1) Existencia de criterios de aceptación verificables; 2) Ausencia de términos vagos o ambiguos ('rápido', 'amigable'); y 3) Consistencia con la arquitectura documentada.",metodo_general,"SRC-0001: Introducing System One Models and Jev | SRC-0010: DataCamp: Jev — TypeSafe's System One Model Explained | SRC-0039: TypeSafe AI System One API Reference & State Specs (POST /v1/systemone) | SRC-0095: CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared",SRC-0001; SRC-0010; SRC-0039; SRC-0095,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://www.datacamp.com/blog/system-one-models-jev | https://docs.typesafe.ai/api | https://www.cloudzero.com/blog/groq-pricing/,Independiente; Proveedor; Tercero secundario,si,si,si,salida_no_preservada_mcp,consistente_teorico,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P18-010,P18,"En tecnologías educativas (EdTech), Jev solo debe utilizarse para seleccionar el siguiente paso pedagógico en un grafo de conocimientos preconstruido (e.g. decidir si el estudiante debe reforzar álgebra básica o avanzar a cálculo tras fallar un test).",documentado,"SRC-0001: Introducing System One Models and Jev | SRC-0002: TypeSafe AI Official Documentation | SRC-0046: Documentos Analíticos Canónicos P06 (P06_DEEP_DIVE, EVIDENCE_MAP, EVALUATION_PLAYBOOK)",SRC-0001; SRC-0002; SRC-0046,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://docs.typesafe.ai/ | Cuaderno canónico P06 (9b87f42f-e3f9-49ca-afb4-affe7c6259da),Canónico interno; Proveedor,si,no,si,salida_no_preservada_mcp,validado_documental,Evaluación técnica contrastada frente a 3 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
JEV-P18-011,P18,Una receta de inferencia que funciona con éxito en un piloto interno cerrado (como QRT o Wheelwork) NO constituye un producto generalizable por sí sola. Para convertirla en hipótesis comercial debe cumplirse un protocolo estricto: 1) Desacoplar la heurística de las dependencias propietarias del piloto; 2) Probar la receta a ciegas con 3 empresas externas de rubros diferentes; y 3) Verificar que la ventaja competitiva no dependía de datos internos inaccesibles para el mercado.,medido,"SRC-0001: Introducing System One Models and Jev | SRC-0010: DataCamp: Jev — TypeSafe's System One Model Explained | SRC-0039: TypeSafe AI System One API Reference & State Specs (POST /v1/systemone) | SRC-0095: CloudZero: Groq Pricing In 2026 — Model, Tier, and Cost Compared",SRC-0001; SRC-0010; SRC-0039; SRC-0095,https://typesafe.ai/blog/introducing-system-one-models-and-jev | https://www.datacamp.com/blog/system-one-models-jev | https://docs.typesafe.ai/api | https://www.cloudzero.com/blog/groq-pricing/,Independiente; Proveedor; Tercero secundario,si,no,si,salida_no_preservada_mcp,pendiente_de_medicion_local,Evaluación técnica contrastada frente a 4 fuentes catalogadas. Respaldo en marco TypeSafe SDK 0.7.0 y especificación System One. NotebookLM registrado como consulta_no_verificable.
