id,pilar,pregunta,puntuacion_alcance,justificacion_alcance,puntuacion_evidencia,justificacion_evidencia,puntuacion_exactitud,justificacion_exactitud,puntuacion_utilidad,justificacion_utilidad,puntuacion_validacion,justificacion_validacion,puntuacion_total,evidencia_observada,deficiencia_residual,estado,fecha,metodo_calculo
JEV-P10-017,P10,"¿Qué pruebas detectarían sesgo hacia fuentes extensas, populares o repetidas al seleccionar evidencia para una respuesta?",4,"Alcance específico y bien delimitado para JEV-P10-017: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué pruebas detectarían sesgo hacia fuentes exten...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0040, SRC-0063, SRC-0112); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",5,"Contratos técnicos conformes con SDK 0.7.0 (Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",4,Directrices prácticas y criterios de diseño accionables para pilotos del programa respecto a '¿Qué pruebas detectarían sesgo hacia fuentes exten...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0002, SRC-0040, SRC-0063, SRC-0112. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P10.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P10-018,P10,"¿Cómo invalidar índices, resúmenes y decisiones de relevancia cuando una fuente cambia o deja de estar accesible?",4,"Alcance específico y bien delimitado para JEV-P10-018: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo invalidar índices, resúmenes y decisiones de...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0040, SRC-0063, SRC-0112); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",4,"Guía metodológica aplicable para decisiones arquitectónicas en torno a '¿Cómo invalidar índices, resúmenes y decisiones de...'.",4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,20/25,"Fuentes registradas: SRC-0002, SRC-0040, SRC-0063, SRC-0112. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P10.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P10-019,P10,¿Qué arquitectura de consulta entre los 18 notebooks permitiría síntesis trazable sin copiar indiscriminadamente todo el corpus a cada consulta?,4,"Alcance específico y bien delimitado para JEV-P10-019: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué arquitectura de consulta entre los 18 noteboo...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0040, SRC-0063, SRC-0112); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",5,"Contratos técnicos conformes con SDK 0.7.0 (Choice), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Qué arquitectura de consulta entre los 18 noteboo...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,22/25,"Fuentes registradas: SRC-0002, SRC-0040, SRC-0063, SRC-0112. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P10.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P10-020,P10,¿Qué piloto de búsqueda sobre documentación pública mediría valor incremental de Jev y establecería condiciones para mantenerlo o retirarlo?,4,"Alcance específico y bien delimitado para JEV-P10-020: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué piloto de búsqueda sobre documentación públic...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0040, SRC-0063, SRC-0112); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",4,Directrices prácticas y criterios de diseño accionables para pilotos del programa respecto a '¿Qué piloto de búsqueda sobre documentación públic...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,20/25,"Fuentes registradas: SRC-0002, SRC-0040, SRC-0063, SRC-0112. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P10.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P11-001,P11,"¿Qué activos, actores, entradas y fronteras de confianza define el modelo de amenazas de una integración de Jev?",4,"Alcance específico y bien delimitado para JEV-P11-001: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué activos, actores, entradas y fronteras de con...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0028, SRC-0041, SRC-0113); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",5,"Contratos técnicos conformes con SDK 0.7.0 (Choice/Noul), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,"Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Qué activos, actores, entradas y fronteras de con...'.",4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,22/25,"Fuentes registradas: SRC-0002, SRC-0028, SRC-0041, SRC-0113. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P11.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P11-002,P11,¿Qué ataques documentados contra clasificadores o verificadores son pertinentes y cuáles todavía son hipótesis no comprobadas para Jev?,4,"Alcance específico y bien delimitado para JEV-P11-002: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué ataques documentados contra clasificadores o ...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0028, SRC-0041, SRC-0113); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",5,"Contratos técnicos conformes con SDK 0.7.0 (Choice/Score/Noul), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",4,Directrices prácticas y criterios de diseño accionables para pilotos del programa respecto a '¿Qué ataques documentados contra clasificadores o ...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0002, SRC-0028, SRC-0041, SRC-0113. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P11.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P11-003,P11,¿Qué controles de autorización deben ejecutarse fuera del modelo aunque su decisión indique que una acción es segura?,4,"Alcance específico y bien delimitado para JEV-P11-003: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué controles de autorización deben ejecutarse fu...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0028, SRC-0041, SRC-0113); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",4,Directrices prácticas y criterios de diseño accionables para pilotos del programa respecto a '¿Qué controles de autorización deben ejecutarse fu...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,20/25,"Fuentes registradas: SRC-0002, SRC-0028, SRC-0041, SRC-0113. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P11.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P11-004,P11,¿Cómo diferenciar instrucciones del usuario y texto de una fuente que intenta alterar el objetivo o las reglas de la investigación?,4,"Alcance específico y bien delimitado para JEV-P11-004: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo diferenciar instrucciones del usuario y text...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0028, SRC-0041, SRC-0113); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",5,"Contratos técnicos conformes con SDK 0.7.0 (Choice/Score/Noul), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",4,Directrices prácticas y criterios de diseño accionables para pilotos del programa respecto a '¿Cómo diferenciar instrucciones del usuario y text...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0002, SRC-0028, SRC-0041, SRC-0113. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P11.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P11-005,P11,"¿Cómo garantizar que credenciales, datos personales y documentos privados no entren accidentalmente en solicitudes o notebooks públicos?",4,"Alcance específico y bien delimitado para JEV-P11-005: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo garantizar que credenciales, datos personale...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0028, SRC-0041, SRC-0113); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,"Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Cómo garantizar que credenciales, datos personale...'.",4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0002, SRC-0028, SRC-0041, SRC-0113. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P11.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P11-006,P11,¿Cómo evaluar ataques de inyección directa e indirecta mediante ejemplos sintéticos que no activen herramientas reales?,4,"Alcance específico y bien delimitado para JEV-P11-006: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo evaluar ataques de inyección directa e indir...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0028, SRC-0041, SRC-0113); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",4,Guía metodológica aplicable para decisiones arquitectónicas en torno a '¿Cómo evaluar ataques de inyección directa e indir...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,20/25,"Fuentes registradas: SRC-0002, SRC-0028, SRC-0041, SRC-0113. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P11.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P11-007,P11,"¿Qué falsos positivos y negativos produce un guardrail semántico, y cómo se traduce cada uno en daño o costo operativo?",4,"Alcance específico y bien delimitado para JEV-P11-007: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué falsos positivos y negativos produce un guard...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0028, SRC-0041, SRC-0113); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Qué falsos positivos y negativos produce un guard...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0002, SRC-0028, SRC-0041, SRC-0113. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P11.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P11-008,P11,¿Qué riesgo aparece cuando el modelo que propone una acción y el que la verifica comparten sesgos o fuentes contaminadas?,4,"Alcance específico y bien delimitado para JEV-P11-008: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué riesgo aparece cuando el modelo que propone u...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0028, SRC-0041, SRC-0113); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",5,"Contratos técnicos conformes con SDK 0.7.0 (Choice), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",4,Directrices prácticas y criterios de diseño accionables para pilotos del programa respecto a '¿Qué riesgo aparece cuando el modelo que propone u...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0002, SRC-0028, SRC-0041, SRC-0113. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P11.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P11-009,P11,¿Cómo impedir que contenido malicioso se presente como una regla de negocio de mayor prioridad dentro del contexto?,4,"Alcance específico y bien delimitado para JEV-P11-009: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo impedir que contenido malicioso se presente ...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0028, SRC-0041, SRC-0113); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",5,"Contratos técnicos conformes con SDK 0.7.0 (Choice), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",4,Directrices prácticas y criterios de diseño accionables para pilotos del programa respecto a '¿Cómo impedir que contenido malicioso se presente ...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0002, SRC-0028, SRC-0041, SRC-0113. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P11.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P11-010,P11,"¿Qué amenazas de exfiltración por argumentos de herramientas, enlaces o registros deben analizarse en un flujo con MCP?",4,"Alcance específico y bien delimitado para JEV-P11-010: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué amenazas de exfiltración por argumentos de he...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0028, SRC-0062, SRC-0113); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",4,Guía metodológica aplicable para decisiones arquitectónicas en torno a '¿Qué amenazas de exfiltración por argumentos de he...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,20/25,"Fuentes registradas: SRC-0002, SRC-0028, SRC-0062, SRC-0113. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P11.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P11-011,P11,¿Cómo limitar el conjunto de herramientas y parámetros permitidos sin depender de que el modelo interprete correctamente una prohibición textual?,4,"Alcance específico y bien delimitado para JEV-P11-011: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo limitar el conjunto de herramientas y paráme...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0028, SRC-0062, SRC-0113); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",4,Guía metodológica aplicable para decisiones arquitectónicas en torno a '¿Cómo limitar el conjunto de herramientas y paráme...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,20/25,"Fuentes registradas: SRC-0002, SRC-0028, SRC-0062, SRC-0113. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P11.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P11-012,P11,"¿Qué controles protegen contra contaminación del corpus, fuentes falsas y cambios maliciosos en documentos previamente confiables?",4,"Alcance específico y bien delimitado para JEV-P11-012: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué controles protegen contra contaminación del c...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0028, SRC-0041, SRC-0113); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",4,Directrices prácticas y criterios de diseño accionables para pilotos del programa respecto a '¿Qué controles protegen contra contaminación del c...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,20/25,"Fuentes registradas: SRC-0002, SRC-0028, SRC-0041, SRC-0113. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P11.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P11-013,P11,"¿Cómo prevenir filtraciones entre usuarios, clientes o proyectos al compartir infraestructura, cachés y bases de conocimiento?",4,"Alcance específico y bien delimitado para JEV-P11-013: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo prevenir filtraciones entre usuarios, client...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0028, SRC-0041, SRC-0113); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",4,"Directrices prácticas y criterios de diseño accionables para pilotos del programa respecto a '¿Cómo prevenir filtraciones entre usuarios, client...'.",4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,20/25,"Fuentes registradas: SRC-0002, SRC-0028, SRC-0041, SRC-0113. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P11.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P11-014,P11,"¿Qué información sensible puede persistir en prompts, trazas, mensajes de error y copias de seguridad, y cómo minimizarla?",4,"Alcance específico y bien delimitado para JEV-P11-014: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué información sensible puede persistir en promp...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0028, SRC-0041, SRC-0113); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Qué información sensible puede persistir en promp...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0002, SRC-0028, SRC-0041, SRC-0113. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P11.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P11-015,P11,"¿Cómo revisar un conector comunitario respecto de permisos, dependencias y rutas de salida antes de proponer su uso?",4,"Alcance específico y bien delimitado para JEV-P11-015: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo revisar un conector comunitario respecto de ...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0028, SRC-0062, SRC-0113); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",5,"Contratos técnicos conformes con SDK 0.7.0 (Score), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",4,Guía metodológica aplicable para decisiones arquitectónicas en torno a '¿Cómo revisar un conector comunitario respecto de ...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,21/25,"Fuentes registradas: SRC-0002, SRC-0028, SRC-0062, SRC-0113. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P11.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P11-016,P11,¿Qué controles deterministas pueden complementar una evaluación de seguridad sin crear una falsa sensación de cobertura total?,4,"Alcance específico y bien delimitado para JEV-P11-016: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué controles deterministas pueden complementar u...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0028, SRC-0041, SRC-0113); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",5,"Contratos técnicos conformes con SDK 0.7.0 (Choice), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",5,Alta transferencia operativa con directrices directas para Wheelwork y QRT ante '¿Qué controles deterministas pueden complementar u...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,22/25,"Fuentes registradas: SRC-0002, SRC-0028, SRC-0041, SRC-0113. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P11.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P11-017,P11,¿Cómo construir una batería de casos adversariales y benignos con criterios previos de aceptación y escalamiento?,4,"Alcance específico y bien delimitado para JEV-P11-017: aborda supuestos, términos y condiciones de aplicabilidad para '¿Cómo construir una batería de casos adversariales...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0028, SRC-0041, SRC-0113); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",4,Guía metodológica aplicable para decisiones arquitectónicas en torno a '¿Cómo construir una batería de casos adversariales...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,20/25,"Fuentes registradas: SRC-0002, SRC-0028, SRC-0041, SRC-0113. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P11.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
JEV-P11-018,P11,¿Qué eventos deben detener automáticamente un flujo y qué evidencia necesita la persona que decide reanudarlo?,4,"Alcance específico y bien delimitado para JEV-P11-018: aborda supuestos, términos y condiciones de aplicabilidad para '¿Qué eventos deben detener automáticamente un fluj...'.",4,"Contraste documental sólido con 4 fuentes catalogadas (SRC-0002, SRC-0028, SRC-0041, SRC-0113); penalizado a 4/5 por salida primaria de NotebookLM no preservada localmente.",4,"Contratos técnicos conformes con SDK 0.7.0 (TypeSafeClient), compilación AST limpia y enmascaramiento estricto de excepciones en Python.",4,Directrices prácticas y criterios de diseño accionables para pilotos del programa respecto a '¿Qué eventos deben detener automáticamente un fluj...'.,4,Protocolo formal con hipótesis falsable y umbrales cuantitativos definidos; acotado a 4/5 por validación estática sin ejecución de red.,20/25,"Fuentes registradas: SRC-0002, SRC-0028, SRC-0041, SRC-0113. Contratos validados contra typesafe-sdk 0.7.0. Bloque Python con ast.parse() exitoso. Trazabilidad con cuaderno canónico de P11.",Salida cruda de NotebookLM no preservada en conector local (consulta_no_verificable). Integración en red y banco de pruebas empírico pendientes de ejecución en piloto.,en_revision,2026-09-20,evaluacion_individual_por_evidencia_ast_fuentes_y_contratos
