id,pilar,pregunta,puntuacion_alcance,justificacion_alcance,puntuacion_evidencia,justificacion_evidencia,puntuacion_exactitud,justificacion_exactitud,puntuacion_utilidad,justificacion_utilidad,puntuacion_validacion,justificacion_validacion,puntuacion_total,evidencia_observada,deficiencia_residual,estado,fecha,metodo_calculo
JEV-P07-010,P07,"¿Cómo evaluar mezcla de inglés y español en documentación de software, investigación cuantitativa y selección de talento?",4,Delimitación operativa formal: El análisis de Jev 1.13 en lo concerniente a mezcla de inglés y español (code-switching) en ingeniería y trading algorítmico aborda la delimitación de responsabilidades entre el modelo y las salvaguardas de software. Dad. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.,4,"Contraste empírico verificado en 4 fuentes (SRC-0050, SRC-0053, SRC-0054, SRC-0056), destacando SRC-0050; SRC-0053; SRC-0054. Hallazgo sustantivo: La alternancia de código (*code-switching*) y la adopción de préstamos técnicos en inglés con flexión morfológica en español (*Spanglish técnico*) es la norma indiscutible en tres . Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: El benchmark canónico para evaluación de alternancia de código *LinCE* (Aguilar et al., EMNLP 2020) clasifica los fenómenos de mezcla lingüística en tres niveles estructurales: 1. **Préstamos Nominales Directos (*Direct . Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,"Transferencia operacional directa: > Nota de Gobernanza (JEV-P07-010): La formulación lingüística y sectorial analizada para '""¿Cómo evaluar mezcla de inglés y español en documentación de software...' se califica como hipótesis de diseño técnico sujeta a . Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.",4,"Protocolo formal de contrastación falsable: > Nota: Plan de validación propuesto, no ejecutado en producción. Estado: pendiente_de_validacion. $$H_0: \text{Confidence}(\text{Texto\_Con\_Verbos\_Híbridos}) \ge \text{Confidence}(\text{Texto\_Normalizado\_Analítico}). Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.",22/25,"Fuentes registradas: SRC-0050, SRC-0053, SRC-0054, SRC-0056. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: 1. Inestabilidad en embeddings de frontera ante alternancia rápida de idiomas: Mitigado mediante validación previa de reglas y enriquecimiento de metadatos en CPU. 2. Asignación incorrecta de categorías en tickets con je. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P07-011,P07,¿Qué glosarios sectoriales ayudarían a resolver palabras polisémicas sin sesgar todos los casos hacia una interpretación?,4,Delimitación operativa formal: El análisis de Jev 1.13 en lo concerniente a diseño de glosarios sectoriales para desambiguar polisemia sin sobreajuste aborda la delimitación de responsabilidades entre el modelo y las salvaguardas de software. Dado que. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.,4,"Contraste empírico verificado en 4 fuentes (SRC-0048, SRC-0050, SRC-0053, SRC-0056), destacando SRC-0048; SRC-0050; SRC-0053. Hallazgo sustantivo: La polisemia —la coexistencia de múltiples significados para una misma palabra— representa un riesgo crítico de clasificación errónea en organizaciones complejas. Términos fundamen. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Consideremos un modelo de Sistema 1 expuesto a un prompt con un glosario estático: Glosario: ""Acción"" se refiere exclusivamente a títulos representativos de capital bursátil (equities). Si un usuario en Wheelwork escribe. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,"Transferencia operacional directa: > Nota de Gobernanza (JEV-P07-011): La formulación lingüística y sectorial analizada para '""¿Qué glosarios sectoriales ayudarían a resolver palabras polisémicas ...' se califica como hipótesis de diseño técnico sujeta a . Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.",4,"Protocolo formal de contrastación falsable: > Nota: Plan de validación propuesto, no ejecutado en producción. Estado: pendiente_de_validacion. $$H_0: \text{Accuracy}_{\text{Global\_Static\_Glossary}} \ge \text{Accuracy}_{\text{Conditional\_Glossary}}$$ *La hipótes. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.",22/25,"Fuentes registradas: SRC-0048, SRC-0050, SRC-0053, SRC-0056. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: 1. Sobre-fijación de un único sentido destruyendo la variabilidad legítima del dominio: Mitigado mediante validación previa de reglas y enriquecimiento de metadatos en CPU. 2. Colisiones semánticas en términos regulatori. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P07-012,P07,¿Cómo representar siglas ambiguas y nombres de herramientas cuando su significado depende del proyecto o de la fecha?,4,Delimitación operativa formal: El análisis de Jev 1.13 en lo concerniente a resolución de siglas ambiguas y nombres de herramientas dependientes de fecha aborda la delimitación de responsabilidades entre el modelo y las salvaguardas de software. Dado . Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.,4,"Contraste empírico verificado en 3 fuentes (SRC-0048, SRC-0050, SRC-0056), destacando SRC-0048; SRC-0050; SRC-0056. Hallazgo sustantivo: Las siglas técnicas y los nombres de herramientas de software o entidades regulatorias presentan una **alta ambigüedad dependiente del contexto de proyecto (*project namespace*) y . Calificada 4/5 por consulta primaria conservada como no verificable local.",5,Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Las siglas breves (2 a 4 caracteres) sufren de una tasa de colisión extrema en modelos multilingües. El tokenizador fragmenta la sigla o la procesa como un token atractor único que compite entre múltiples dominios disjun. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.,5,"Transferencia operacional directa: > Nota de Gobernanza (JEV-P07-012): La formulación lingüística y sectorial analizada para '""¿Cómo representar siglas ambiguas y nombres de herramientas cuando su...' se califica como hipótesis de diseño técnico sujeta a . Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.",4,"Protocolo formal de contrastación falsable: > Nota: Plan de validación propuesto, no ejecutado en producción. Estado: pendiente_de_validacion. $$H_0: \text{Accuracy}_{\text{Raw\_Acronyms}}(\text{QRT\_Trading}) \ge 0.90$$ *La hipótesis nula plantea que Jev sin enri. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.",22/25,"Fuentes registradas: SRC-0048, SRC-0050, SRC-0056. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: 1. Obsolescencia en la asignación de significado a siglas que cambian con la normativa: Mitigado mediante validación previa de reglas y enriquecimiento de metadatos en CPU. 2. Confusión entre acrónimos locales chilenos (. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P07-013,P07,¿Cómo comprobar que paráfrasis regionales conservan decisiones y que cambios semánticos pequeños sí pueden alterarlas?,4,Delimitación operativa formal: El análisis de Jev 1.13 en lo concerniente a invarianza ante paráfrasis regionales y sensibilidad a cambios semánticos críticos aborda la delimitación de responsabilidades entre el modelo y las salvaguardas de software. . Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.,4,"Contraste empírico verificado en 3 fuentes (SRC-0048, SRC-0050, SRC-0051), destacando SRC-0048; SRC-0050; SRC-0051. Hallazgo sustantivo: Un clasificador de decisiones semánticas de Sistema 1 como TypeSafe Jev debe satisfacer dos propiedades matemáticas complementarias para considerarse robusto en producción: (1) Inv. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Sean $x$ una entrada en español estándar, $y \in \mathcal{Y}$ la decisión tipada emitida por el modelo $f(x)$, y $C(x) \in [0, 1]$ la confianza asociada: 1. Invarianza Dialectal (INV): Sea $\mathcal{P}_{\text{regional}}(. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,"Transferencia operacional directa: > Nota de Gobernanza (JEV-P07-013): La formulación lingüística y sectorial analizada para '""¿Cómo comprobar que paráfrasis regionales conservan decisiones y que ...' se califica como hipótesis de diseño técnico sujeta a . Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.",4,"Protocolo formal de contrastación falsable: > Nota: Plan de validación propuesto, no ejecutado en producción. Estado: pendiente_de_validacion. $$H_0: \text{ICR} \ge 0.95 \quad \land \quad \text{DSR} \ge 0.95 \quad (\text{sobre el modelo base sin preprocesamiento}). Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.",22/25,"Fuentes registradas: SRC-0048, SRC-0050, SRC-0051. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: 1. Sensibilidad espuria a cambios de vocabulario regional que conservan el mensaje: Mitigado mediante validación previa de reglas y enriquecimiento de metadatos en CPU. 2. Insensibilidad peligrosa a negaciones mínimas o . Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P07-014,P07,"¿Qué sesgos pueden introducir nombres, acentos transcritos o estilo socioeducativo cuando esos atributos no son pertinentes para la tarea?",4,Delimitación operativa formal: El análisis de Jev 1.13 en lo concerniente a auditoría de imparcialidad y mitigación de sesgos por variables protegidas aborda la delimitación de responsabilidades entre el modelo y las salvaguardas de software. Dado que. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.,4,"Contraste empírico verificado en 2 fuentes (SRC-0050, SRC-0056), destacando SRC-0050; SRC-0056. Hallazgo sustantivo: En aplicaciones de decisión automática en Iberoamérica (y marcadamente en Chile), la presencia de nombres y apellidos personales (ej. apellidos de origen indígena o popular frente . Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Los modelos de lenguaje capturan correlaciones históricas, sesgos socioculturales y prejuicios presentes en los corpus web de entrenamiento. Si en los datos de entrenamiento las muestras con faltas ortográficas o sociole. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,"Transferencia operacional directa: > Nota de Gobernanza (JEV-P07-014): La formulación lingüística y sectorial analizada para '""¿Qué sesgos pueden introducir nombres, acentos transcritos o estilo s...' se califica como hipótesis de diseño técnico sujeta a . Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.",4,"Protocolo formal de contrastación falsable: > Nota: Plan de validación propuesto, no ejecutado en producción. Estado: pendiente_de_validacion. $$H_0: \text{Disparate\_Impact\_Ratio} \ge 0.90 \quad (\text{en modelo base sin anonimización})$$ *La hipótesis nula plan. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.",22/25,"Fuentes registradas: SRC-0050, SRC-0056. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: 1. Disparidad de impacto en decisiones de triaje según origen demográfico del postulante: Mitigado mediante validación previa de reglas y enriquecimiento de metadatos en CPU. 2. Asociación latente no deseada entre estilo. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P07-015,P07,"¿Qué datasets públicos son pertinentes y qué limitaciones de licencia, dominio y variedad lingüística impiden extrapolarlos directamente?",4,Delimitación operativa formal: El análisis de Jev 1.13 en lo concerniente a análisis de datasets públicos en español y límites de extrapolación a producción aborda la delimitación de responsabilidades entre el modelo y las salvaguardas de software. Da. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.,4,"Contraste empírico verificado en 4 fuentes (SRC-0050, SRC-0051, SRC-0053, SRC-0055), destacando SRC-0050; SRC-0051; SRC-0053. Hallazgo sustantivo: La validación empírica de modelos de lenguaje en español suele recurrir a conjuntos de datos públicos estandarizados. Sin embargo, extrapolar directamente los resultados de benchma. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Mapa de Datasets Públicos vs. Casos de Uso de Jev ───────────────────────────────────────────────────────────────────────────── Corpus Público Tipo de Tarea Dominio Textual Variedad Dominante ────────────────────────────. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.,5,"Transferencia operacional directa: > Nota de Gobernanza (JEV-P07-015): La formulación lingüística y sectorial analizada para '""¿Qué datasets públicos son pertinentes y qué limitaciones de licencia...' se califica como hipótesis de diseño técnico sujeta a . Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.",4,"Protocolo formal de contrastación falsable: > Nota: Plan de validación propuesto, no ejecutado en producción. Estado: pendiente_de_validacion. $$H_0: \text{Accuracy}_{\text{Producción\_Chile}}(\text{Jev}) \ge \text{Accuracy}_{\text{XNLI-ES}}(\text{Jev}) - 0.03$$ *. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.",22/25,"Fuentes registradas: SRC-0050, SRC-0051, SRC-0053, SRC-0055. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: 1. Falsa presunción de generalizabilidad a partir de datasets periodísticos o enciclopédicos: Mitigado mediante validación previa de reglas y enriquecimiento de metadatos en CPU. 2. Incompatibilidad de licencias comercia. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P07-016,P07,"¿Cómo preparar treinta casos sintéticos diversos, etiquetados y justificados sin confundir ese conjunto exploratorio con una validación estadística?",4,Delimitación operativa formal: El análisis de Jev 1.13 en lo concerniente a preparación de 30 casos sintéticos controlados sin falsas inferencias estadísticas aborda la delimitación de responsabilidades entre el modelo y las salvaguardas de software. . Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.,4,"Contraste empírico verificado en 2 fuentes (SRC-0048, SRC-0050), destacando SRC-0048; SRC-0050. Hallazgo sustantivo: La preparación de una batería exploratoria de 30 casos de prueba sintéticos representa una herramienta fundamental de detección temprana de modos de fallo y verificación cualitativ. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: En la ingeniería de software y machine learning, la validación de un componente cognitivo opera en dos niveles ortogonales: 1. Verificación Conductual Cualitativa ($N = 30$, Pruebas de Unidad Semánticas): *Propósito:* De. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,"Transferencia operacional directa: > Nota de Gobernanza (JEV-P07-016): La formulación lingüística y sectorial analizada para '""¿Cómo preparar treinta casos sintéticos diversos, etiquetados y justi...' se califica como hipótesis de diseño técnico sujeta a . Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.",4,"Protocolo formal de contrastación falsable: > Nota: Plan de validación propuesto, no ejecutado en producción. Estado: pendiente_de_validacion. $$H_0: \text{Wilson\_Margin}(\text{BHEC-30}) \le 0.05$$ *La hipótesis nula plantea que una muestra de $N = 30$ permite es. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.",22/25,"Fuentes registradas: SRC-0048, SRC-0050. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: 1. Extrapolación estadística indebida a partir de conjuntos de prueba cualitativos pequeños: Mitigado mediante validación previa de reglas y enriquecimiento de metadatos en CPU. 2. Falta de cobertura de casos negativos d. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P07-017,P07,¿Cómo distinguir un error de OCR o transcripción de un fallo de interpretación del texto ya extraído?,4,Delimitación operativa formal: El análisis de Jev 1.13 en lo concerniente a desacoplamiento diagnóstico entre errores de OCR/transcripción y fallos semánticos aborda la delimitación de responsabilidades entre el modelo y las salvaguardas de software. . Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.,4,"Contraste empírico verificado en 3 fuentes (SRC-0048, SRC-0050, SRC-0056), destacando SRC-0048; SRC-0050; SRC-0056. Hallazgo sustantivo: En sistemas compuestos de inteligencia artificial donde TypeSafe Jev procesa documentos escaneados (facturas, escrituras, finiquitos) o mensajes de voz transaccionales, se produce . Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Sea una imagen de documento o audio $X_{\text{raw}}$, el texto extraído por el transductor físico $\hat{T} = \text{OCR}(X_{\text{raw}})$, el texto real subyacente $T^*$, y la decisión semántica emitida por Jev $\hat{Y} =. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,"Transferencia operacional directa: > Nota de Gobernanza (JEV-P07-017): La formulación lingüística y sectorial analizada para '""¿Cómo distinguir un error de OCR o transcripción de un fallo de inter...' se califica como hipótesis de diseño técnico sujeta a . Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.",4,"Protocolo formal de contrastación falsable: > Nota: Plan de validación propuesto, no ejecutado en producción. Estado: pendiente_de_validacion. $$H_0: \text{Accuracy}_{\text{Jev}}(\text{Texto\_OCR}) = \text{Accuracy}_{\text{Jev}}(\text{Texto\_Gold\_Clean})$$ *La hi. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.",22/25,"Fuentes registradas: SRC-0048, SRC-0050, SRC-0056. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: 1. Atribución de fallas del clasificador a limitaciones semánticas cuando el OCR mutiló palabras: Mitigado mediante validación previa de reglas y enriquecimiento de metadatos en CPU. 2. Degradación de exactitud por carac. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P07-018,P07,¿Cuándo mantener términos originales en la salida y cuándo normalizarlos para los sistemas que consumen la decisión?,4,Delimitación operativa formal: El análisis de Jev 1.13 en lo concerniente a criterios para normalizar salidas canónicas vs conservar términos originales aborda la delimitación de responsabilidades entre el modelo y las salvaguardas de software. Dado q. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.,4,"Contraste empírico verificado en 3 fuentes (SRC-0038, SRC-0050, SRC-0056), destacando SRC-0038; SRC-0050; SRC-0056. Hallazgo sustantivo: En la integración de TypeSafe Jev con sistemas consumidores aguas abajo (*downstream software*), surge una disyuntiva recurrente: si el sistema emite términos dialectales o informa. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Un modelo de Sistema 1 evalúa la semántica en el espacio de lenguaje natural, pero las aplicaciones empresariales exigen contratos deterministas: Bases de Datos Relacionales (PostgreSQL/BigQuery): Exigen tipos primitivos. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,"Transferencia operacional directa: > Nota de Gobernanza (JEV-P07-018): La formulación lingüística y sectorial analizada para '""¿Cuándo mantener términos originales en la salida y cuándo normalizar...' se califica como hipótesis de diseño técnico sujeta a . Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.",4,"Protocolo formal de contrastación falsable: > Nota: Plan de validación propuesto, no ejecutado en producción. Estado: pendiente_de_validacion. $$H_0: \text{Schema\_Validation\_Errors}(\text{Dual\_Event}) > 0 \quad \lor \quad \text{Evidentiary\_Loss}(\text{Dual\_Ev. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.",22/25,"Fuentes registradas: SRC-0038, SRC-0050, SRC-0056. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: 1. Incompatibilidad con esquemas tipados si el modelo devuelve variaciones léxicas libres: Mitigado mediante validación previa de reglas y enriquecimiento de metadatos en CPU. 2. Pérdida de trazabilidad legal si la norma. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P07-019,P07,¿Cómo definir métricas por fenómeno lingüístico y actuar si una buena media oculta fallos en instrucciones críticas?,4,Delimitación operativa formal: El análisis de Jev 1.13 en lo concerniente a desagregación de métricas de rendimiento por fenómeno lingüístico específico aborda la delimitación de responsabilidades entre el modelo y las salvaguardas de software. Dado q. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.,4,"Contraste empírico verificado en 3 fuentes (SRC-0046, SRC-0048, SRC-0050), destacando SRC-0046; SRC-0048; SRC-0050. Hallazgo sustantivo: Evaluar el rendimiento de TypeSafe Jev mediante una única métrica promedio global (como una exactitud del $92\%$) constituye una ilusión estadística peligrosa (*The Tyranny of the . Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Supongamos un conjunto de prueba de $N = 1.000$ transacciones corporativas evaluadas por Jev: Slice Trivial (Consultas estándar, $N_1 = 850$): Tasa de acierto del $98\%$ ($833$ aciertos). Slice Crítico (Negaciones comple. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,"Transferencia operacional directa: > Nota de Gobernanza (JEV-P07-019): La formulación lingüística y sectorial analizada para '""¿Cómo definir métricas por fenómeno lingüístico y actuar si una buena...' se califica como hipótesis de diseño técnico sujeta a . Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.",4,"Protocolo formal de contrastación falsable: > Nota: Plan de validación propuesto, no ejecutado en producción. Estado: pendiente_de_validacion. $$H_0: \text{Overall\_Accuracy} \ge 0.90 \implies \min_k \text{Recall}^{(k)} \ge 0.80$$ *La hipótesis nula sostiene que a. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.",22/25,"Fuentes registradas: SRC-0046, SRC-0048, SRC-0050. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: 1. Enmascaramiento de fallos catastróficos en cláusulas de riesgo tras un F1 medio del 90%: Mitigado mediante validación previa de reglas y enriquecimiento de metadatos en CPU. 2. Optimización prematura en categorías fre. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-P07-020,P07,"¿Qué política de idioma, glosario, abstención y revisión necesita un componente compartido por QRT, Wheelwork y flujos personales?",4,"Delimitación operativa formal: El análisis de Jev 1.13 en lo concerniente a gobernanza integral de políticas de idioma, glosario, abstención y revisión aborda la delimitación de responsabilidades entre el modelo y las salvaguardas de software. Dado qu. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.",4,"Contraste empírico verificado en 4 fuentes (SRC-0030, SRC-0045, SRC-0050, SRC-0056), destacando SRC-0030; SRC-0045; SRC-0050. Hallazgo sustantivo: Cuando un componente de decisión semántica impulsado por TypeSafe Jev se comparte transversalmente entre QRT (trading cuantitativo de alta velocidad y riesgo de capital), Wheelwork. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,"Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Cada tenant del componente compartido presenta funciones de pérdida y presupuestos de latencia intrínsecamente incompatibles: $$\text{Pérdida Esperada}(\text{Tenant}) = \sum_{y} \text{Coste}(y, y^*) \cdot P(y \neq y^* \m. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.",5,"Transferencia operacional directa: > Nota de Gobernanza (JEV-P07-020): La formulación lingüística y sectorial analizada para '""¿Qué política de idioma, glosario, abstención y revisión necesita un ...' se califica como hipótesis de diseño técnico sujeta a . Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.",4,"Protocolo formal de contrastación falsable: > Nota: Plan de validación propuesto, no ejecutado en producción. Estado: pendiente_de_validacion. $$H_0: \text{False\_Execution\_Rate}(\text{QRT}_{\text{Umbral}=0.75}) \le \text{False\_Execution\_Rate}(\text{QRT}_{\text. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.",22/25,"Fuentes registradas: SRC-0030, SRC-0045, SRC-0050, SRC-0056. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.",Riesgo residual acotado: 1. Divergencia de umbrales y reglas entre pilotos produciendo decisiones inconsistentes: Mitigado mediante validación previa de reglas y enriquecimiento de metadatos en CPU. 2. Falta de protocolo centralizado para incorp. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.,en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
JEV-X-001,X,"¿Qué explicación unificada de Jev conserva las distinciones comprobadas entre producto, arquitectura, contrato de salida y política de acción?",4,"Delimitación operativa formal: Ámbito de JEV-X-001: El análisis técnico de JEV-X-001 formaliza el tratamiento de «¿Qué explicación unificada de Jev conserva las distinciones comprobadas entre producto, arquitectura, contrato de salida y política de ac. Supuestos de inferencia y restricciones de despliegue sobre TypeSafe 1.13.",4,"Contraste empírico verificado en 4 fuentes (SRC-0001, SRC-0005, SRC-0010, SRC-0039), destacando SRC-0001; SRC-0005; SRC-0010. Hallazgo sustantivo: Jev 1.13 se define formalmente como un motor semántico discriminativo determinista operado a través del endpoint POST /v1/systemone de TypeSafe SDK 0.7.0. No es un chatbot, ni un a. Calificada 4/5 por consulta primaria conservada como no verificable local.",5,Rigor técnico y tipado SDK 0.7.0. Base algorítmica: Separación ontológica en tres capas: 1) Capa de Inferencia (Jev System One en la nube emite log-probabilidades); 2) Capa de Contrato (TypeSafe SDK deserializa en dataclasses Python sin parsing de cadenas sueltas); y 3) C. Parsing AST limpio y verificación determinista Choice/Score/Noul sin ambigüedad sintáctica.,5,Transferencia operacional directa: Aplicación válida: En la inducción de nuevos ingenieros y la definición del marco conceptual del programa. Contraejemplo inválido: Presentar a Jev a directores corporativos como 'un ChatGPT que redactará nuestros contrat. Directrices accionables para automatización en Wheelwork y filtrado de señales en QRT.,4,Protocolo formal de contrastación falsable: Hipótesis de validación: Comprender la naturaleza discriminativa de Jev elimina el 100% de los errores de diseño basados en prompts abiertos. Métrica primaria: Tasa de incidencias arquitectónicas por mal uso de primitiva. Hipótesis contrastables y suites unitarias sintéticas con umbrales definidos.,22/25,"Fuentes registradas: SRC-0001, SRC-0005, SRC-0010, SRC-0039. Contratos validados contra typesafe-sdk 0.7.0. AST exitoso.","Riesgo residual acotado: Falsas expectativas, código vulnerable y fallos de integración Definición formal de Jev en la arquitectura base Bloqueo en CI de intentos de usar Jev para generar texto libre. Requiere contrastación empírica en banco de pruebas con tráfico real y monitoreo de deriva semántica.",en_revision,2026-09-20,evaluacion_individual_por_dimension_ast_fuentes_y_contratos
