id,pilar,prioridad,notebook_principal,estado,responsable,archivo_respuesta,fecha_revision,puntuacion_autoevaluacion,puntuacion_revision_independiente,resultado_revision,bloqueo
JEV-P12-002,P12,A,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-002.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-003,P12,A,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-003.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-004,P12,A,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-004.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-005,P12,A,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-005.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-006,P12,B,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-006.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-007,P12,A,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-007.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-008,P12,B,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-008.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-009,P12,B,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-009.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-010,P12,B,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-010.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-011,P12,B,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-011.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-012,P12,B,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-012.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-013,P12,B,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-013.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-014,P12,B,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-014.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-015,P12,B,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-015.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-016,P12,B,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-016.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-017,P12,B,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-017.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-018,P12,B,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-018.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-019,P12,B,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-019.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P12-020,P12,B,https://notebook.google.com/notebook/5b02c0e7-672b-44b8-8b7c-a10c718f9f6f,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P12/JEV-P12-020.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-001,P13,A,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-001.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-002,P13,A,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-002.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-003,P13,A,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-003.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-004,P13,A,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-004.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-005,P13,A,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-005.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-006,P13,A,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-006.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-007,P13,B,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-007.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-008,P13,B,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-008.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-009,P13,B,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-009.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-010,P13,B,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-010.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-011,P13,B,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-011.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-012,P13,B,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-012.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-013,P13,B,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-013.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-014,P13,B,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-014.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-015,P13,B,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-015.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-016,P13,B,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-016.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-017,P13,B,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-017.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-018,P13,B,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-018.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-019,P13,B,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-019.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P13-020,P13,B,https://notebook.google.com/notebook/506663b3-f795-4261-9937-2f90a8d0620d,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P13/JEV-P13-020.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-001,P14,A,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-001.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-002,P14,A,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-002.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-003,P14,A,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-003.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-004,P14,A,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-004.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-005,P14,A,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-005.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-006,P14,B,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-006.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-007,P14,B,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-007.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-008,P14,B,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-008.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-009,P14,B,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-009.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-010,P14,B,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-010.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-011,P14,B,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-011.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-012,P14,B,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-012.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-013,P14,B,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-013.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-014,P14,B,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-014.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-015,P14,B,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-015.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-016,P14,B,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-016.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-017,P14,B,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-017.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-018,P14,B,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-018.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-019,P14,B,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-019.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P14-020,P14,B,https://notebook.google.com/notebook/09bdc613-0fa8-4564-863d-7c3b7904c886,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P14/JEV-P14-020.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-001,P15,A,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-001.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-002,P15,A,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-002.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-003,P15,A,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-003.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-004,P15,A,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-004.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-005,P15,A,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-005.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-006,P15,B,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-006.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-007,P15,B,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-007.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-008,P15,B,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-008.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-009,P15,B,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-009.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-010,P15,B,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-010.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-011,P15,B,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-011.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-012,P15,B,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-012.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-013,P15,B,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-013.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-014,P15,B,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-014.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-015,P15,B,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-015.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-016,P15,B,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-016.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-017,P15,B,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-017.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-018,P15,B,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-018.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-019,P15,B,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-019.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P15-020,P15,B,https://notebook.google.com/notebook/318f16ab-eadb-4404-a033-7488fb20d193,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P15/JEV-P15-020.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-001,P16,A,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-001.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-002,P16,A,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-002.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-003,P16,A,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-003.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-004,P16,A,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-004.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-005,P16,A,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-005.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-006,P16,B,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-006.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-007,P16,B,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-007.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-008,P16,B,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-008.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-009,P16,B,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-009.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-010,P16,B,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-010.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-011,P16,B,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-011.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-012,P16,B,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-012.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-013,P16,B,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-013.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-014,P16,B,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-014.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-015,P16,B,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-015.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-016,P16,B,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-016.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-017,P16,B,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-017.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-018,P16,B,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-018.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-019,P16,B,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-019.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P16-020,P16,B,https://notebook.google.com/notebook/a4f0e05a-2aff-4ea4-a6c3-2126782e9d9e,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P16/JEV-P16-020.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-001,P17,A,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-001.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-002,P17,A,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-002.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-003,P17,A,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-003.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-004,P17,A,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-004.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-005,P17,A,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-005.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-006,P17,B,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-006.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-007,P17,B,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-007.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-008,P17,B,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-008.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-009,P17,B,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-009.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-010,P17,B,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-010.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-011,P17,B,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-011.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-012,P17,B,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-012.md,2026-09-20,20/20,pendiente,pendiente,
JEV-P17-013,P17,B,https://notebook.google.com/notebook/64b17185-5943-4aeb-b858-3a09ef5749f4,en_revision,Antigravity,docs/programa-jev/base-conocimiento/respuestas/P17/JEV-P17-013.md,2026-09-20,20/20,pendiente,pendiente,
